Unnamed: 0,ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status
30623,55513,2019,cf,Male,pre,type2,p1,l1,nopc,b/c,316500,3.25,0.3537,0.0,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,3060.0,CIB,767,CIB,<25,not_inst,96.49390244,North,direct,0
115263,140153,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,286500,,,,360.0,not_neg,not_int,lpsm,,sb,pr,home,1U,3000.0,EQUI,678,EXP,55-64,to_inst,,south,direct,1
10281,35171,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,356500,3.625,0.0339,1248.44,360.0,not_neg,int_only,not_lpsm,518000.0,sb,pr,home,1U,9180.0,CRIF,568,EXP,25-34,not_inst,68.82239382,North,direct,0
11489,36379,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,146500,4.5,1.1917,4021.0,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,2100.0,EXP,741,CIB,>74,to_inst,82.30337079,North-East,direct,0
80351,105241,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,476500,2.75,-0.9321,6950.95,360.0,not_neg,not_int,not_lpsm,1368000.0,sb,pr,home,1U,,EXP,629,CIB,65-74,to_inst,34.83187135,south,direct,0
26201,51091,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,346500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5400.0,EQUI,510,EXP,25-34,not_inst,,North,direct,1
86192,111082,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,486500,4.0,-0.028,0.0,360.0,not_neg,not_int,not_lpsm,818000.0,sb,pr,home,1U,11280.0,EXP,890,EXP,55-64,not_inst,59.47432763,North,direct,0
12419,37309,2019,cf,Male,,type1,p3,l1,nopc,nob/c,246500,5.25,1.0404,3961.38,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,7500.0,CIB,553,CIB,55-64,to_inst,68.8547486,central,direct,0
87005,111895,2019,,Male,nopre,type1,p3,l1,nopc,nob/c,306500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,5760.0,EQUI,554,EXP,55-64,to_inst,,North,direct,1
118385,143275,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,186500,,,,360.0,neg_amm,not_int,not_lpsm,248000.0,sb,pr,home,1U,5880.0,EXP,720,CIB,45-54,to_inst,75.2016129,south,direct,1
28497,53387,2019,ncf,Joint,nopre,type3,p1,l1,nopc,nob/c,526500,3.75,0.162,0.0,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,3960.0,CRIF,522,EXP,25-34,not_inst,97.86245353,central,direct,0
18675,43565,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,246500,,,,336.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4980.0,EQUI,824,EXP,45-54,to_inst,,south,direct,1
116177,141067,2019,ncf,Female,nopre,type1,p3,l1,nopc,nob/c,236500,3.99,0.2742,4064.38,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,2640.0,EXP,800,CIB,45-54,to_inst,60.95360825,North,direct,0
134927,159817,2019,cf,Joint,nopre,type3,p1,l1,nopc,nob/c,406500,2.875,-0.833,4080.0,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,7740.0,CRIF,720,EXP,25-34,not_inst,80.01968504,North,direct,0
93824,118714,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,246500,,,,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,2940.0,CRIF,805,EXP,25-34,to_inst,99.39516129,North,direct,1
105610,130500,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,286500,4.5,0.0992,651.49,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,2940.0,CIB,845,CIB,35-44,not_inst,70.22058824,North,direct,0
68810,93700,2019,,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,376500,3.625,-0.173,2849.38,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,12660.0,CIB,867,CIB,35-44,to_inst,80.44871795,south,direct,0
70807,95697,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,426500,3.5,-0.0324,3949.0,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,7500.0,CIB,505,EXP,25-34,not_inst,89.22594142,south,direct,0
77944,102834,2019,ncf,Female,nopre,type3,p4,l1,nopc,nob/c,966500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7500.0,EQUI,634,EXP,>74,not_inst,,south,direct,1
110326,135216,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,356500,3.125,-0.593,0.0,360.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,,CRIF,767,EXP,55-64,to_inst,62.76408451,south,direct,0
96651,121541,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,316500,3.25,-0.2219,10826.15,360.0,not_neg,not_int,not_lpsm,688000.0,sb,pr,home,1U,3060.0,EXP,715,CIB,>74,to_inst,46.00290698,south,direct,0
40316,65206,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,86500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2520.0,EQUI,553,EXP,>74,to_inst,,south,direct,1
33440,58330,2019,cf,Joint,nopre,type1,p4,l2,nopc,nob/c,406500,,,,300.0,neg_amm,not_int,not_lpsm,428000.0,sb,pr,home,1U,6240.0,CRIF,743,EXP,25-34,to_inst,94.97663551,North,direct,1
15738,40628,2019,cf,Male,nopre,type1,p4,l2,nopc,nob/c,256500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3120.0,EQUI,794,EXP,35-44,to_inst,,south,direct,1
66817,91707,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,306500,,,,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,3120.0,CIB,572,CIB,55-64,to_inst,81.08465608,south,direct,1
87680,112570,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,236500,3.75,0.0882,1879.2,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,5400.0,CIB,899,EXP,35-44,not_inst,74.37106918,North,direct,0
117234,142124,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,646500,3.25,0.5388,2162.19,360.0,not_neg,not_int,not_lpsm,708000.0,sb,pr,home,1U,11520.0,EXP,708,EXP,35-44,not_inst,91.31355932,North,direct,0
39050,63940,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,176500,2.99,0.3847,5032.5,168.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,2940.0,CIB,671,CIB,65-74,to_inst,40.29680365,south,direct,0
27930,52820,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,256500,,,,180.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,9900.0,EQUI,516,EXP,45-54,to_inst,,North,direct,1
85248,110138,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,406500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,5160.0,EQUI,674,EXP,35-44,not_inst,,south,direct,1
72027,96917,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,326500,3.875,0.1228,700.0,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,11580.0,EXP,705,EXP,35-44,to_inst,80.0245098,south,direct,0
75535,100425,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,226500,4.375,1.0114,5550.22,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,6840.0,EXP,568,CIB,35-44,to_inst,91.33064516,North,direct,0
46348,71238,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,216500,3.99,0.4881,6976.6,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,3780.0,CIB,522,CIB,45-54,to_inst,70.29220779,south,direct,0
22292,47182,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,226500,,,,360.0,not_neg,not_int,not_lpsm,358000.0,sb,ir,home,1U,4680.0,CRIF,847,CIB,55-64,to_inst,63.26815642,central,direct,1
31336,56226,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,166500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,1920.0,EQUI,653,EXP,>74,to_inst,,south,direct,1
128471,153361,2019,cf,Male,,type1,p4,l1,nopc,nob/c,376500,,,,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,4920.0,CIB,788,CIB,45-54,not_inst,59.9522293,south,direct,1
112701,137591,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,246500,4.5,0.8385,2964.25,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,4680.0,CIB,898,EXP,55-64,to_inst,72.92899408,North,direct,0
29802,54692,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,236500,4.5,0.8404,3219.38,240.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,3000.0,CIB,554,CIB,55-64,to_inst,60.95360825,North,direct,0
42724,67614,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,426500,4.125,0.8304,11503.62,360.0,not_neg,int_only,not_lpsm,438000.0,sb,pr,home,1U,4500.0,EXP,722,CIB,25-34,not_inst,97.37442922,North,direct,0
59386,84276,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,216500,4.375,0.9763,2614.69,180.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,4380.0,EXP,754,CIB,65-74,to_inst,66.00609756,North,direct,0
136009,160899,2019,,Joint,nopre,type1,p1,l1,nopc,nob/c,726500,,,,360.0,not_neg,not_int,not_lpsm,1118000.0,sb,pr,home,1U,6900.0,CIB,806,EXP,55-64,not_inst,64.98211091,North,direct,1
116199,141089,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,186500,4.125,0.938,2682.53,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,3060.0,CRIF,621,CIB,25-34,to_inst,99.20212766,North,direct,0
123985,148875,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,376500,3.625,0.0184,4329.3,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,4500.0,CIB,543,CIB,55-64,not_inst,92.27941176,south,direct,0
42188,67078,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,176500,4.99,1.3074,1285.86,360.0,neg_amm,not_int,not_lpsm,348000.0,sb,pr,home,1U,2460.0,CRIF,623,EXP,>74,to_inst,50.7183908,south,direct,0
70318,95208,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,486500,,,,360.0,not_neg,not_int,lpsm,628000.0,sb,pr,home,1U,0.0,CRIF,867,CIB,25-34,not_inst,77.46815287,North,direct,1
99861,124751,2019,cf,Female,nopre,type2,p4,l1,nopc,b/c,176500,4.375,0.9191,4620.82,360.0,neg_amm,not_int,not_lpsm,208000.0,sb,pr,home,1U,3060.0,CRIF,663,EXP,55-64,to_inst,84.85576923,North,direct,0
88335,113225,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,466500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0.0,EQUI,675,EXP,35-44,not_inst,,south,direct,1
6222,31112,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,706500,3.875,0.3382,7490.0,360.0,not_neg,not_int,not_lpsm,908000.0,sb,pr,home,1U,8520.0,CRIF,689,CIB,35-44,not_inst,77.80837004,south,direct,0
37589,62479,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,326500,,,,324.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3240.0,EQUI,577,EXP,45-54,to_inst,,south,direct,1
54343,79233,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,356500,,,,360.0,not_neg,not_int,lpsm,368000.0,sb,pr,home,1U,4080.0,CRIF,789,EXP,35-44,not_inst,96.875,central,direct,1
124815,149705,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,546500,4.875,0.7509,84.19,360.0,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1U,8820.0,CRIF,640,CIB,55-64,not_inst,94.55017301,North,direct,0
135000,159890,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,126500,4.375,0.2605,4210.4,300.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,4200.0,CRIF,748,EXP,65-74,to_inst,60.81730769,south,direct,0
16114,41004,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,526500,3.5,0.006,1044.0,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,9420.0,CIB,529,CIB,35-44,not_inst,83.83757962,North,direct,0
109105,133995,2019,cf,Male,pre,type3,p1,l1,nopc,nob/c,76500,,,,360.0,not_neg,not_int,not_lpsm,78000.0,sb,pr,home,1U,4440.0,CIB,853,CIB,35-44,to_inst,98.07692308,south,direct,1
50613,75503,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,726500,4.125,0.186,1057.8,360.0,not_neg,not_int,not_lpsm,808000.0,sb,pr,home,1U,12480.0,CIB,525,EXP,<25,not_inst,89.91336634,North,direct,0
71154,96044,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,336500,4.625,0.9022,98.0,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,4380.0,CIB,586,CIB,35-44,not_inst,93.99441341,North,direct,0
28786,53676,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,296500,3.875,0.2069,1250.0,360.0,not_neg,not_int,not_lpsm,978000.0,sb,pr,home,1U,5280.0,EXP,520,EXP,55-64,to_inst,30.31697342,south,direct,0
50144,75034,2019,cf,Male,nopre,type1,p2,l1,nopc,nob/c,356500,3.99,-0.0822,96.0,360.0,not_neg,not_int,not_lpsm,858000.0,sb,pr,home,1U,6660.0,CRIF,662,CIB,65-74,not_inst,41.55011655,North,direct,0
124975,149865,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,406500,3.875,0.2408,1887.42,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,7800.0,EXP,679,EXP,25-34,not_inst,88.75545852,south,direct,0
52024,76914,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,186500,4.375,0.8834,4850.0,360.0,not_neg,not_int,lpsm,248000.0,sb,ir,home,1U,4080.0,CRIF,732,CIB,45-54,to_inst,75.2016129,North,direct,0
115861,140751,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,196500,3.99,0.4209,5737.5,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,3720.0,CRIF,647,CIB,55-64,to_inst,79.23387097,North,direct,0
106206,131096,2019,ncf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,206500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3120.0,EQUI,743,EXP,55-64,to_inst,,south,direct,1
11597,36487,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,236500,3.99,0.396,2124.07,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,4020.0,CRIF,867,CIB,35-44,to_inst,69.9704142,south,direct,0
70975,95865,2019,ncf,Female,nopre,type1,p3,l1,nopc,nob/c,366500,4.5,0.6582,326.83,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,5580.0,EXP,679,CIB,55-64,not_inst,66.87956204,central,direct,0
47408,72298,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,156500,4.75,1.4788,4600.0,120.0,not_neg,not_int,not_lpsm,208000.0,sb,ir,home,1U,10140.0,EXP,856,EXP,45-54,to_inst,75.24038462,south,direct,0
78944,103834,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,116500,,,,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,2160.0,CRIF,866,CIB,65-74,to_inst,73.73417722,central,direct,1
87863,112753,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,586500,3.75,-0.0278,0.0,360.0,not_neg,not_int,not_lpsm,888000.0,sb,sr,home,1U,15600.0,CRIF,567,EXP,55-64,not_inst,66.0472973,North,direct,0
140426,165316,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,406500,4.5,0.4177,0.0,360.0,not_neg,not_int,not_lpsm,548000.0,sb,ir,home,1U,5760.0,CRIF,767,CIB,35-44,not_inst,74.17883212,North,direct,0
97351,122241,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,396500,4.375,0.7714,,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,6540.0,CRIF,808,EXP,45-54,to_inst,84.72222222,south,direct,0
124574,149464,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,86500,4.625,1.4176,1916.5,180.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,4320.0,CRIF,535,CIB,35-44,to_inst,33.52713178,central,direct,0
69711,94601,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,126500,4.99,1.502,2952.87,360.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,2400.0,EXP,509,CIB,65-74,to_inst,85.47297297,North-East,direct,0
133526,158416,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,236500,4.99,1.2241,2081.69,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,3780.0,EXP,594,EXP,35-44,to_inst,99.3697479,central,direct,0
9458,34348,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,246500,3.375,0.179,0.0,180.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,3960.0,CRIF,865,EXP,65-74,not_inst,55.02232143,south,direct,0
5558,30448,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,476500,4.625,0.413,10624.6,360.0,not_neg,not_int,not_lpsm,648000.0,sb,pr,home,1U,7140.0,EXP,532,EXP,55-64,to_inst,73.53395062,south,direct,0
60845,85735,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,126500,3.625,0.2703,4375.0,360.0,not_neg,not_int,not_lpsm,228000.0,sb,sr,home,1U,6540.0,EXP,771,CIB,55-64,to_inst,55.48245614,North,direct,0
11243,36133,2019,cf,Joint,nopre,type3,p1,l1,nopc,nob/c,446500,3.375,-0.0817,6584.87,360.0,not_neg,int_only,not_lpsm,438000.0,sb,pr,home,1U,6360.0,CIB,695,EXP,35-44,to_inst,101.9406393,North,direct,0
26399,51289,2019,,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,446500,4.5,0.8366,5642.0,360.0,not_neg,not_int,not_lpsm,878000.0,sb,ir,home,1U,12480.0,CIB,709,CIB,35-44,to_inst,50.85421412,south,direct,0
90897,115787,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,456500,4.375,0.8136,277.49,240.0,not_neg,not_int,not_lpsm,948000.0,sb,ir,home,1U,15120.0,CRIF,594,EXP,45-54,not_inst,48.15400844,North,direct,0
10770,35660,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,526500,4.875,0.421,0.0,360.0,not_neg,not_int,not_lpsm,708000.0,sb,ir,home,4U,11340.0,CIB,709,EXP,35-44,not_inst,74.36440678,south,direct,0
30515,55405,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,216500,3.5,0.4321,5742.38,120.0,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1U,23880.0,CIB,667,CIB,55-64,to_inst,31.93215339,south,direct,0
15700,40590,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,316500,4.56,0.7158,3546.25,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,6000.0,CRIF,611,CIB,35-44,to_inst,88.40782123,south,direct,0
100931,125821,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,286500,,,,144.0,not_neg,not_int,not_lpsm,718000.0,sb,pr,home,1U,1560.0,EXP,543,EXP,45-54,to_inst,39.90250696,south,direct,1
105445,130335,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,446500,4.5,0.3803,1250.0,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,8940.0,CRIF,534,CIB,35-44,to_inst,81.47810219,North,direct,0
117395,142285,2019,cf,Sex Not Available,pre,type2,p3,l1,nopc,b/c,396500,4.99,1.2754,0.0,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,6360.0,CRIF,845,EXP,55-64,to_inst,72.3540146,south,direct,0
38081,62971,2019,cf,Male,pre,type3,p1,l1,nopc,nob/c,226500,,,,360.0,neg_amm,not_int,not_lpsm,228000.0,sb,pr,home,1U,8520.0,CRIF,880,CIB,45-54,to_inst,99.34210526,central,direct,1
2925,27815,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,396500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9900.0,EQUI,671,EXP,45-54,not_inst,,North,direct,1
132381,157271,2019,cf,Female,pre,type2,p1,l1,nopc,b/c,56500,4.99,1.7784,1020.85,360.0,not_neg,not_int,not_lpsm,68000.0,sb,pr,home,1U,1440.0,CRIF,536,CIB,35-44,to_inst,83.08823529,North,direct,0
122265,147155,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,236500,4.875,1.4444,6860.94,360.0,not_neg,not_int,not_lpsm,318000.0,sb,ir,home,1U,7560.0,EXP,519,CIB,45-54,to_inst,74.37106918,south,direct,0
84400,109290,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,96500,,,,360.0,not_neg,not_int,not_lpsm,98000.0,sb,pr,home,1U,3000.0,EXP,655,CIB,45-54,to_inst,98.46938776,North,direct,1
127444,152334,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,216500,,,,360.0,neg_amm,not_int,not_lpsm,328000.0,sb,pr,home,1U,2280.0,CRIF,720,CIB,55-64,to_inst,66.00609756,North,direct,1
60402,85292,2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,416500,2.99,-0.6404,5098.32,360.0,not_neg,not_int,not_lpsm,898000.0,sb,pr,home,1U,,EXP,617,EXP,>74,to_inst,46.38084633,North,direct,0
64720,89610,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,316500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3780.0,EQUI,875,EXP,25-34,to_inst,,south,direct,1
140529,165419,2019,ncf,Joint,nopre,type1,p2,l1,nopc,nob/c,606500,,,,180.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,19200.0,EQUI,556,EXP,65-74,not_inst,,North,direct,1
105928,130818,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,586500,3.99,0.4806,0.0,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,7800.0,CRIF,593,EXP,35-44,not_inst,94.90291262,south,direct,0
57461,82351,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,256500,3.625,0.1373,726.5,360.0,not_neg,not_int,not_lpsm,658000.0,sb,sr,home,1U,12720.0,EXP,660,CIB,45-54,not_inst,38.98176292,North,direct,0
53564,78454,2019,cf,Joint,pre,type2,p1,l2,nopc,b/c,316500,4.125,0.9995,2386.25,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,6000.0,CIB,617,EXP,45-54,to_inst,96.49390244,North,direct,0
17342,42232,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,346500,,,,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,4740.0,CRIF,841,CIB,65-74,to_inst,84.92647059,North,direct,1
31585,56475,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,356500,2.625,-0.5902,295.0,360.0,not_neg,not_int,not_lpsm,4408000.0,sb,pr,home,1U,19260.0,CIB,763,CIB,45-54,to_inst,8.087568058,south,direct,0
142792,167682,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,236500,3.875,0.3872,970.5,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,9780.0,EXP,640,EXP,65-74,not_inst,91.66666667,North,direct,0
134149,159039,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,546500,5.625,1.251,1300.0,360.0,not_neg,not_int,not_lpsm,728000.0,sb,pr,home,1U,7800.0,EXP,700,CIB,35-44,not_inst,75.06868132,North,direct,0
108138,133028,2019,cf,Female,nopre,type2,p4,l1,nopc,b/c,86500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0.0,EQUI,820,EXP,35-44,to_inst,,North,direct,1
97247,122137,2019,cf,Male,pre,type2,p3,l1,nopc,b/c,426500,,,,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,4140.0,CRIF,545,CIB,45-54,to_inst,83.95669291,North,direct,1
56966,81856,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,86500,3.75,1.2704,3245.0,180.0,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,2280.0,CIB,648,CIB,65-74,to_inst,62.68115942,south,direct,0
71349,96239,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,186500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,5160.0,EQUI,529,EXP,>74,to_inst,,North,direct,1
117898,142788,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,306500,4.875,1.3187,0.0,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,6600.0,CIB,865,CIB,25-34,not_inst,88.07471264,North,direct,0
44609,69499,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,206500,2.99,-0.6225,4491.99,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,,CRIF,749,CIB,45-54,to_inst,99.27884615,North,direct,0
61643,86533,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,156500,4.5,0.8795,2275.0,240.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,2760.0,EXP,895,CIB,45-54,to_inst,44.97126437,North-East,direct,0
67192,92082,2019,ncf,Female,nopre,type2,p3,l2,nopc,b/c,576500,4.75,1.2212,6039.55,360.0,not_neg,not_int,not_lpsm,828000.0,sb,pr,home,1U,12060.0,EXP,638,CIB,45-54,to_inst,69.62560386,North,direct,0
48175,73065,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,106500,4.25,0.9586,,,neg_amm,not_int,not_lpsm,158000.0,sb,pr,home,1U,7560.0,EXP,639,CIB,55-64,to_inst,67.40506329,south,direct,0
81005,105895,2019,cf,Female,nopre,type2,p1,l1,nopc,b/c,286500,3.875,0.771,0.0,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,3300.0,CIB,727,CIB,35-44,not_inst,96.1409396,North,direct,0
3514,28404,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,146500,4.375,0.7765,3425.0,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,2880.0,EXP,813,EXP,>74,to_inst,70.43269231,North,direct,0
37413,62303,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,266500,3.625,0.1781,1763.93,360.0,not_neg,not_int,not_lpsm,338000.0,sb,sr,home,1U,11040.0,CIB,675,CIB,35-44,not_inst,78.84615385,south,direct,0
